fiscal_yr;org_id;department_en;department_fr;service_with_std_count;service_count_maf1;maf1_score;service_standard_met;service_standard_count;maf2_score;online_e2e_count;service_count_maf5;maf5_score;activated_point_count;point_count;maf6_score;improved_services_count;service_count_maf8;maf8_score
2022-2023;130;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;60;75;80.0;179.0;232.0;77.15517241379311;52;75;69.33333333333334;207.0;272.0;76.10294117647058;35;75;46.666666666666664
2022-2023;199;Library and Archives Canada;Bibliothèque et Archives Canada;5;20;25.0;1.0;5.0;20.0;0;20;0.0;28.0;107.0;26.168224299065418;3;20;15.0
2022-2023;210;Military Police Complaints Commission of Canada;Commission d'examen des plaintes concernant la police militaire du Canada;1;1;100.0;0.0;14.0;0.0;0;1;0.0;0.0;6.0;0.0;1;1;100.0
2022-2023;133;National Defence;Défense nationale;4;12;33.33333333333333;10.0;12.0;83.33333333333334;4;12;33.33333333333333;17.0;22.0;77.27272727272727;4;12;33.33333333333333
2022-2023;228;National Research Council Canada;Conseil national de recherches Canada;15;15;100.0;26.0;31.0;83.87096774193549;8;15;53.333333333333336;37.0;46.0;80.43478260869566;9;15;60.0
2022-2023;302;National Security and Intelligence Review Agency Secretariat;Secrétariat de l’Office de surveillance des activités en matière de sécurité nationale et de renseignement;0;2;0.0;;;;0;2;0.0;0.0;6.0;0.0;0;2;0.0
2022-2023;134;Natural Resources Canada;Ressources naturelles Canada;73;87;83.9080459770115;106.0;140.0;75.71428571428571;27;87;31.03448275862069;133.0;282.0;47.16312056737589;53;87;60.91954022988506
2022-2023;230;Natural Sciences and Engineering Research Council of Canada;Conseil de recherches en sciences naturelles et en génie du Canada;6;6;100.0;8.0;11.0;72.72727272727273;6;6;100.0;22.0;22.0;100.0;6;6;100.0
2022-2023;238;Office of the Auditor General of Canada;Bureau du vérificateur général du Canada;9;9;100.0;7.0;9.0;77.77777777777779;1;9;11.11111111111111;2.0;2.0;100.0;9;9;100.0
2022-2023;240;Office of the Commissioner for Federal Judicial Affairs Canada;Commissariat à la magistrature fédérale Canada;0;6;0.0;;;;3;6;50.0;7.0;11.0;63.63636363636363;2;6;33.33333333333333
2022-2023;253;Office of the Superintendent of Financial Institutions Canada;Bureau du surintendant des institutions financières Canada;5;7;71.42857142857143;5.0;10.0;50.0;0;7;0.0;0.0;12.0;0.0;4;7;57.14285714285714
2022-2023;256;Offices of the Information and Privacy Commissioners of Canada;Commissariats à l’information et à la protection de la vie privée du Canada;7;11;63.63636363636363;3.0;7.0;42.857142857142854;0;11;0.0;7.0;30.0;23.333333333333332;2;11;18.181818181818183
2022-2023;560;Pacific Economic Development Agency of Canada;Agence de développement économique du Pacifique Canada;2;3;66.66666666666666;3.0;5.0;60.0;2;3;66.66666666666666;7.0;8.0;87.5;0;3;0.0
2022-2023;263;Parks Canada;Parcs Canada;8;24;33.33333333333333;4.0;11.0;36.36363636363637;1;24;4.166666666666666;8.0;34.0;23.52941176470588;4;24;16.666666666666664
2022-2023;227;Parole Board of Canada;Commission des libérations conditionnelles du Canada;3;10;30.0;5.0;5.0;100.0;1;10;10.0;8.0;54.0;14.814814814814813;0;10;0.0
2022-2023;266;Patented Medicine Prices Review Board Canada;Conseil d'examen du prix des médicaments brevetés Canada;0;1;0.0;;;;0;1;0.0;;;;0;1;0.0
2022-2023;552;Polar Knowledge Canada;Savoir polaire Canada;2;2;100.0;1.0;1.0;100.0;0;2;0.0;2.0;12.0;16.666666666666664;0;2;0.0
2022-2023;140;Prairies Economic Development Canada;Développement économique Canada pour les Prairies;2;3;66.66666666666666;5.0;5.0;100.0;3;3;100.0;8.0;8.0;100.0;3;3;100.0
2022-2023;278;Privy Council Office;Bureau du Conseil privé;3;3;100.0;3.0;3.0;100.0;1;3;33.33333333333333;1.0;1.0;100.0;0;3;0.0
2022-2023;280;Public Health Agency of Canada;Agence de la santé publique du Canada;19;19;100.0;19.0;24.0;79.16666666666666;3;19;15.789473684210526;23.0;41.0;56.09756097560976;10;19;52.63157894736842
2022-2023;248;Public Prosecution Service of Canada;Service des poursuites pénales du Canada;0;2;0.0;;;;0;2;0.0;0.0;5.0;0.0;0;2;0.0
2022-2023;135;Public Safety Canada;Sécurité publique Canada;36;59;61.016949152542374;45.0;64.0;70.3125;3;59;5.084745762711865;22.0;201.0;10.945273631840797;22;59;37.28813559322034
2022-2023;282;Public Service Commission of Canada;Commission de la fonction publique du Canada;16;20;80.0;4.0;18.0;22.22222222222222;10;20;50.0;70.0;106.0;66.0377358490566;13;20;65.0
2022-2023;136;Public Services and Procurement Canada;Services publics et Approvisionnement Canada;30;47;63.829787234042556;49.0;67.0;73.13432835820896;10;47;21.27659574468085;49.0;101.0;48.51485148514851;31;47;65.95744680851064
2022-2023;295;Royal Canadian Mounted Police;Gendarmerie royale du Canada;15;49;30.612244897959183;8.0;32.0;25.0;8;49;16.3265306122449;51.0;108.0;47.22222222222222;13;49;26.53061224489796
2022-2023;305;Shared Services Canada;Services partagés Canada;9;11;81.81818181818183;0.0;14.0;0.0;5;11;45.45454545454545;38.0;55.0;69.0909090909091;11;11;100.0
2022-2023;306;Social Sciences and Humanities Research Council of Canada;Conseil de recherches en sciences humaines du Canada;7;7;100.0;13.0;16.0;81.25;6;7;85.71428571428571;30.0;30.0;100.0;0;7;0.0
2022-2023;313;Statistics Canada;Statistique Canada;23;23;100.0;36.0;37.0;97.2972972972973;22;23;95.65217391304348;50.0;51.0;98.0392156862745;19;23;82.6086956521739
2022-2023;247;The Correctional Investigator Canada;L'Enquêteur correctionnel Canada;3;3;100.0;0.0;5.0;0.0;0;3;0.0;0.0;18.0;0.0;2;3;66.66666666666666
2022-2023;138;Transport Canada;Transports Canada;60;107;56.074766355140184;112.0;204.0;54.90196078431373;16;107;14.953271028037381;106.0;562.0;18.86120996441281;14;107;13.084112149532709
2022-2023;98;Transportation Safety Board of Canada;Bureau de la sécurité des transports du Canada;0;4;0.0;;;;0;4;0.0;0.0;24.0;0.0;0;4;0.0
2022-2023;326;Treasury Board of Canada Secretariat;Secrétariat du Conseil du Trésor du Canada;22;27;81.48148148148148;29.0;30.0;96.66666666666667;19;27;70.37037037037037;105.0;116.0;90.51724137931035;18;27;66.66666666666666
2022-2023;139;Veterans Affairs Canada;Anciens Combattants Canada;20;30;66.66666666666666;18.0;24.0;75.0;19;30;63.33333333333333;123.0;141.0;87.2340425531915;18;30;60.0
2022-2023;333;Veterans Review and Appeal Board;Tribunal des anciens combattants (révision et appel);1;1;100.0;0.0;1.0;0.0;0;1;0.0;5.0;6.0;83.33333333333334;0;1;0.0
2022-2023;246;Women and Gender Equality Canada;Femmes et Égalité des genres Canada;3;3;100.0;4.0;6.0;66.66666666666666;3;3;100.0;18.0;18.0;100.0;3;3;100.0
2023-2024;539;Administrative Tribunals Support Service of Canada;Service canadien d'appui aux tribunaux administratifs;0;3;0.0;;;;0;3;0.0;2.0;12.0;16.666666666666664;0;3;0.0
2023-2024;1;Agriculture and Agri-Food Canada;Agriculture et Agroalimentaire Canada;34;35;97.14285714285714;83.0;100.0;83.0;17;35;48.57142857142857;113.0;179.0;63.128491620111724;25;35;71.42857142857143
2023-2024;12;Atlantic Canada Opportunities Agency;Agence de promotion économique du Canada atlantique;2;4;50.0;3.0;4.0;75.0;0;4;0.0;5.0;6.0;83.33333333333334;0;4;0.0
2023-2024;26;Canada Border Services Agency;Agence des services frontaliers du Canada;26;41;63.41463414634146;27.0;43.0;62.7906976744186;5;41;12.195121951219512;38.0;143.0;26.573426573426573;1;41;2.4390243902439024
2023-2024;141;Canada Economic Development for Quebec Regions;Développement économique Canada pour les régions du Québec;3;3;100.0;8.0;8.0;100.0;1;3;33.33333333333333;2.0;7.0;28.57142857142857;1;3;33.33333333333333
2023-2024;221;Canada Energy Regulator;Régie de l'énergie du Canada;14;14;100.0;18.0;19.0;94.73684210526315;0;14;0.0;12.0;82.0;14.634146341463413;14;14;100.0
2023-2024;46;Canada Revenue Agency;Agence du revenu du Canada;31;48;64.58333333333334;18.0;32.0;56.25;11;48;22.916666666666664;112.0;197.0;56.852791878172596;17;48;35.41666666666667
2023-2024;47;Canada School of Public Service;École de la fonction publique du Canada;0;1;0.0;;;;1;1;100.0;3.0;3.0;100.0;0;1;0.0
2023-2024;55;Canadian Centre for Occupational Health and Safety;Centre canadien d’hygiène et de sécurité au travail;0;5;0.0;;;;5;5;100.0;18.0;18.0;100.0;1;5;20.0
2023-2024;65;Canadian Food Inspection Agency;Agence canadienne d'inspection des aliments;25;125;20.0;29.0;34.0;85.29411764705883;25;125;20.0;190.0;723.0;26.279391424619643;0;125;0.0
2023-2024;69;Canadian Grain Commission;Commission canadienne des grains;9;13;69.23076923076923;9.0;9.0;100.0;2;13;15.384615384615385;9.0;36.0;25.0;0;13;0.0
2023-2024;122;Canadian Heritage;Patrimoine canadien;49;69;71.01449275362319;108.0;139.0;77.6978417266187;3;69;4.3478260869565215;100.0;409.0;24.449877750611247;26;69;37.68115942028986
2023-2024;71;Canadian Human Rights Commission;Commission canadienne des droits de la personne;0;9;0.0;;;;4;9;44.44444444444444;17.0;21.0;80.95238095238095;1;9;11.11111111111111
2023-2024;74;Canadian Institutes of Health Research;Instituts de recherche en santé du Canada;2;5;40.0;7.0;10.0;70.0;0;5;0.0;5.0;10.0;50.0;5;5;100.0
2023-2024;76;Canadian Intergovernmental Conference Secretariat;Secrétariat des conférences intergouvernementales canadiennes;2;2;100.0;3.0;3.0;100.0;2;2;100.0;7.0;7.0;100.0;2;2;100.0
2023-2024;86;Canadian Northern Economic Development Agency;Agence canadienne de développement économique du Nord;3;4;75.0;4.0;5.0;80.0;2;4;50.0;9.0;15.0;60.0;0;4;0.0
2023-2024;93;Canadian Radio-television and Telecommunications Commission;Conseil de la radiodiffusion et des télécommunications canadiennes;3;3;100.0;6.0;6.0;100.0;2;3;66.66666666666666;12.0;12.0;100.0;2;3;66.66666666666666
2023-2024;95;Canadian Space Agency;Agence spatiale canadienne;18;19;94.73684210526315;23.0;24.0;95.83333333333334;11;19;57.89473684210527;55.0;78.0;70.51282051282051;6;19;31.57894736842105
2023-2024;99;Canadian Transportation Agency;Office des transports du Canada;4;5;80.0;3.0;5.0;60.0;4;5;80.0;14.0;16.0;87.5;2;5;40.0
2023-2024;297;Civilian Review and Complaints Commission for the RCMP;Commission civile d’examen et de traitement des plaintes relatives à la GRC;2;3;66.66666666666666;1.0;3.0;33.33333333333333;0;3;0.0;3.0;6.0;50.0;2;3;66.66666666666666
2023-2024;110;Communications Security Establishment Canada;Centre de la sécurité des télécommunications Canada;15;15;100.0;16.0;17.0;94.11764705882352;4;15;26.666666666666668;31.0;41.0;75.60975609756098;0;15;0.0
2023-2024;114;Copyright Board Canada;Commission du droit d'auteur Canada;2;2;100.0;0.0;0.0;;0;2;0.0;2.0;4.0;50.0;0;2;0.0
2023-2024;117;Correctional Service Canada;Service correctionnel Canada;2;5;40.0;6.0;8.0;75.0;1;5;20.0;6.0;12.0;50.0;4;5;80.0
2023-2024;118;Courts Administration Service;Service administratif des tribunaux judiciaires;0;2;0.0;;;;0;2;0.0;0.0;12.0;0.0;0;2;0.0
2023-2024;129;Crown-Indigenous Relations and Northern Affairs Canada;Relations Couronne-Autochtones et Affaires du Nord Canada;30;39;76.92307692307693;19.0;19.0;100.0;1;39;2.564102564102564;24.0;53.0;45.28301886792453;14;39;35.8974358974359
2023-2024;124;Department of Finance Canada;Ministère des Finances Canada;0;4;0.0;;;;1;4;25.0;1.0;1.0;100.0;0;4;0.0
2023-2024;348;Department of Indigenous Services;Ministère des Services aux Autochtones;15;88;17.045454545454543;10.0;24.0;41.66666666666667;9;88;10.227272727272728;34.0;118.0;28.8135593220339;12;88;13.636363636363635
2023-2024;132;Department of Justice Canada;Ministère de la Justice Canada;0;15;0.0;;;;7;15;46.666666666666664;39.0;50.0;78.0;4;15;26.666666666666668
2023-2024;128;Employment and Social Development Canada;Emploi et Développement social Canada;29;31;93.54838709677419;44.0;74.0;59.45945945945946;14;31;45.16129032258064;70.0;135.0;51.85185185185185;22;31;70.96774193548387
2023-2024;137;Environment and Climate Change Canada;Environnement et Changement climatique Canada;40;49;81.63265306122449;43.0;56.0;76.78571428571429;4;49;8.16326530612245;65.0;244.0;26.639344262295083;1;49;2.0408163265306123
2023-2024;222;Farm Products Council of Canada;Conseil des produits agricoles du Canada;0;2;0.0;;;;0;2;0.0;;;;0;2;0.0
2023-2024;561;Federal Economic Development Agency for Northern Ontario;Agence fédérale de développement économique pour le Nord de l’Ontario;1;2;50.0;1.0;3.0;33.33333333333333;0;2;0.0;0.0;1.0;0.0;0;2;0.0
2023-2024;150;Federal Economic Development Agency for Southern Ontario;Agence fédérale de développement économique pour le Sud de l'Ontario;1;2;50.0;2.0;2.0;100.0;1;2;50.0;3.0;6.0;50.0;0;2;0.0
2023-2024;151;Financial Consumer Agency of Canada;Agence de la consommation en matière financière du Canada;1;2;50.0;0.0;1.0;0.0;1;2;50.0;7.0;9.0;77.77777777777779;0;2;0.0
2023-2024;152;Financial Transactions and Reports Analysis Centre of Canada;Centre d'analyse des opérations et déclarations financières du Canada;3;6;50.0;0.0;0.0;;0;6;0.0;7.0;26.0;26.923076923076923;6;6;100.0
2023-2024;125;Fisheries and Oceans Canada;Pêches et Océans Canada;0;75;0.0;;;;3;75;4.0;34.0;320.0;10.625;5;75;6.666666666666667
2023-2024;126;Global Affairs Canada;Affaires mondiales Canada;45;75;60.0;22.0;31.0;70.96774193548387;14;75;18.666666666666668;105.0;196.0;53.57142857142857;37;75;49.333333333333336
2023-2024;127;Health Canada;Santé Canada;45;84;53.57142857142857;35.0;52.0;67.3076923076923;9;84;10.714285714285714;76.0;170.0;44.70588235294118;14;84;16.666666666666664
2023-2024;237;Housing, Infrastructure and Communities Canada;Logement, Infrastructure et Collectivités Canada;17;17;100.0;25.0;30.0;83.33333333333334;2;17;11.76470588235294;33.0;60.0;55.00000000000001;7;17;41.17647058823529
2023-2024;174;Immigration and Refugee Board of Canada;Commission de l'immigration et du statut de réfugié du Canada;0;1;0.0;;;;1;1;100.0;6.0;6.0;100.0;0;1;0.0
2023-2024;123;Immigration, Refugees and Citizenship Canada;Immigration, Réfugiés et Citoyenneté Canada;13;20;65.0;23.0;44.0;52.27272727272727;15;20;75.0;86.0;99.0;86.86868686868688;0;20;0.0
2023-2024;63;Impact Assessment Agency of Canada;Agence d'évaluation d'impact du Canada;8;10;80.0;12.0;19.0;63.1578947368421;10;10;100.0;16.0;16.0;100.0;6;10;60.0
2023-2024;130;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;66;77;85.71428571428571;178.0;222.0;80.18018018018019;54;77;70.12987012987013;188.0;234.0;80.34188034188034;41;77;53.246753246753244
2023-2024;199;Library and Archives Canada;Bibliothèque et Archives Canada;0;12;0.0;;;;0;12;0.0;14.0;72.0;19.444444444444446;1;12;8.333333333333332
2023-2024;210;Military Police Complaints Commission of Canada;Commission d'examen des plaintes concernant la police militaire du Canada;0;2;0.0;;;;0;2;0.0;0.0;12.0;0.0;0;2;0.0
2023-2024;133;National Defence;Défense nationale;3;16;18.75;10.0;11.0;90.9090909090909;0;16;0.0;11.0;59.0;18.64406779661017;0;16;0.0
2023-2024;223;National Film Board;Office national du film;5;5;100.0;0.0;0.0;;2;5;40.0;19.0;21.0;90.47619047619048;0;5;0.0
2023-2024;228;National Research Council Canada;Conseil national de recherches Canada;14;15;93.33333333333333;25.0;29.0;86.20689655172413;8;15;53.333333333333336;33.0;43.0;76.74418604651163;5;15;33.33333333333333
2023-2024;302;National Security and Intelligence Review Agency Secretariat;Secrétariat de l’Office de surveillance des activités en matière de sécurité nationale et de renseignement;0;2;0.0;;;;0;2;0.0;;;;0;2;0.0
2023-2024;134;Natural Resources Canada;Ressources naturelles Canada;68;80;85.0;103.0;128.0;80.46875;21;80;26.25;101.0;246.0;41.05691056910569;28;80;35.0
2023-2024;230;Natural Sciences and Engineering Research Council of Canada;Conseil de recherches en sciences naturelles et en génie du Canada;6;6;100.0;6.0;10.0;60.0;6;6;100.0;24.0;24.0;100.0;6;6;100.0
2023-2024;238;Office of the Auditor General of Canada;Bureau du vérificateur général du Canada;9;9;100.0;4.0;9.0;44.44444444444444;1;9;11.11111111111111;2.0;2.0;100.0;9;9;100.0
2023-2024;240;Office of the Commissioner for Federal Judicial Affairs Canada;Commissariat à la magistrature fédérale Canada;0;7;0.0;;;;0;7;0.0;4.0;11.0;36.36363636363637;1;7;14.285714285714285
2023-2024;253;Office of the Superintendent of Financial Institutions Canada;Bureau du surintendant des institutions financières Canada;5;7;71.42857142857143;5.0;9.0;55.55555555555556;0;7;0.0;0.0;12.0;0.0;0;7;0.0
2023-2024;256;Offices of the Information and Privacy Commissioners of Canada;Commissariats à l’information et à la protection de la vie privée du Canada;7;10;70.0;2.0;6.0;33.33333333333333;0;10;0.0;6.0;25.0;24.0;2;10;20.0
2023-2024;560;Pacific Economic Development Agency of Canada;Agence de développement économique du Pacifique Canada;2;3;66.66666666666666;1.0;4.0;25.0;2;3;66.66666666666666;7.0;8.0;87.5;3;3;100.0
2023-2024;263;Parks Canada;Parcs Canada;10;26;38.46153846153847;4.0;4.0;100.0;2;26;7.6923076923076925;19.0;65.0;29.230769230769234;3;26;11.538461538461538
2023-2024;227;Parole Board of Canada;Commission des libérations conditionnelles du Canada;3;10;30.0;3.0;5.0;60.0;4;10;40.0;24.0;24.0;100.0;1;10;10.0
2023-2024;266;Patented Medicine Prices Review Board Canada;Conseil d'examen du prix des médicaments brevetés Canada;0;1;0.0;;;;0;1;0.0;;;;0;1;0.0
2023-2024;552;Polar Knowledge Canada;Savoir polaire Canada;3;3;100.0;4.0;5.0;80.0;1;3;33.33333333333333;4.0;14.0;28.57142857142857;1;3;33.33333333333333
2023-2024;140;Prairies Economic Development Canada;Développement économique Canada pour les Prairies;2;3;66.66666666666666;5.0;5.0;100.0;2;3;66.66666666666666;7.0;7.0;100.0;3;3;100.0
2023-2024;278;Privy Council Office;Bureau du Conseil privé;3;3;100.0;3.0;3.0;100.0;1;3;33.33333333333333;1.0;1.0;100.0;1;3;33.33333333333333
2023-2024;280;Public Health Agency of Canada;Agence de la santé publique du Canada;19;20;95.0;22.0;23.0;95.65217391304348;3;20;15.0;25.0;45.0;55.55555555555556;5;20;25.0
2023-2024;248;Public Prosecution Service of Canada;Service des poursuites pénales du Canada;0;2;0.0;;;;0;2;0.0;;;;0;2;0.0
2023-2024;135;Public Safety Canada;Sécurité publique Canada;37;49;75.51020408163265;50.0;77.0;64.93506493506493;2;49;4.081632653061225;24.0;195.0;12.307692307692308;44;49;89.79591836734694
2023-2024;282;Public Service Commission of Canada;Commission de la fonction publique du Canada;7;19;36.84210526315789;6.0;8.0;75.0;9;19;47.368421052631575;68.0;103.0;66.01941747572816;6;19;31.57894736842105
2023-2024;136;Public Services and Procurement Canada;Services publics et Approvisionnement Canada;34;48;70.83333333333334;39.0;64.0;60.9375;10;48;20.833333333333336;53.0;105.0;50.476190476190474;13;48;27.083333333333332
2023-2024;295;Royal Canadian Mounted Police;Gendarmerie royale du Canada;15;50;30.0;9.0;12.0;75.0;7;50;14.000000000000002;41.0;84.0;48.80952380952381;10;50;20.0
2023-2024;305;Shared Services Canada;Services partagés Canada;9;11;81.81818181818183;7.0;7.0;100.0;5;11;45.45454545454545;39.0;54.0;72.22222222222221;4;11;36.36363636363637
2023-2024;306;Social Sciences and Humanities Research Council of Canada;Conseil de recherches en sciences humaines du Canada;6;7;85.71428571428571;12.0;15.0;80.0;6;7;85.71428571428571;26.0;26.0;100.0;0;7;0.0
2023-2024;313;Statistics Canada;Statistique Canada;23;23;100.0;34.0;36.0;94.44444444444444;22;23;95.65217391304348;52.0;53.0;98.11320754716981;12;23;52.17391304347826
2023-2024;247;The Correctional Investigator Canada;L'Enquêteur correctionnel Canada;0;3;0.0;;;;0;3;0.0;;;;0;3;0.0
2023-2024;218;The National Battlefields Commission;Commission des champs de bataille nationaux;12;12;100.0;0.0;0.0;;0;12;0.0;0.0;18.0;0.0;0;12;0.0
2023-2024;138;Transport Canada;Transports Canada;75;117;64.1025641025641;108.0;191.0;56.54450261780105;13;117;11.11111111111111;115.0;600.0;19.166666666666668;11;117;9.401709401709402
2023-2024;326;Treasury Board of Canada Secretariat;Secrétariat du Conseil du Trésor du Canada;28;32;87.5;26.0;29.0;89.65517241379311;20;32;62.5;116.0;135.0;85.92592592592592;22;32;68.75
2023-2024;139;Veterans Affairs Canada;Anciens Combattants Canada;20;30;66.66666666666666;18.0;23.0;78.26086956521739;16;30;53.333333333333336;123.0;143.0;86.01398601398601;15;30;50.0
2023-2024;333;Veterans Review and Appeal Board;Tribunal des anciens combattants (révision et appel);1;1;100.0;0.0;1.0;0.0;0;1;0.0;5.0;6.0;83.33333333333334;0;1;0.0
2023-2024;246;Women and Gender Equality Canada;Femmes et Égalité des genres Canada;3;3;100.0;4.0;6.0;66.66666666666666;3;3;100.0;18.0;18.0;100.0;3;3;100.0
2024-2025;295;Royal Canadian Mounted Police;Gendarmerie royale du Canada;0;1;0.0;;;;0;1;0.0;;;;0;1;0.0

SNAPSHOT 2025-03-01 Timestamp:2025-03-04_16:56:32
